sequence,utc_time,elapsed_seconds,delta_seconds,port,type,channel_1_based,note,note_name,velocity,control,value,program_1_based,pitch,song,pos,sysex_hex,raw_bytes_hex,message
164,2026-09-13T00:28:12.002+00:00,4.155339,0.015461,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
165,2026-09-13T00:28:12.016+00:00,4.169505,0.014166,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
166,2026-09-13T00:28:12.031+00:00,4.18452,0.015015,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
167,2026-09-13T00:28:12.046+00:00,4.199558,0.015038,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
168,2026-09-13T00:28:12.061+00:00,4.21461,0.015053,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
169,2026-09-13T00:28:12.089+00:00,4.242904,0.028293,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
170,2026-09-13T00:28:12.236+00:00,4.389894,0.14699,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
171,2026-09-13T00:28:12.252+00:00,4.405852,0.015958,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
172,2026-09-13T00:28:12.267+00:00,4.420288,0.014436,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
173,2026-09-13T00:28:12.281+00:00,4.434978,0.01469,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
174,2026-09-13T00:28:12.297+00:00,4.450186,0.015207,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
175,2026-09-13T00:28:12.310+00:00,4.463931,0.013746,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
176,2026-09-13T00:28:12.324+00:00,4.478047,0.014115,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
177,2026-09-13T00:28:12.339+00:00,4.492874,0.014827,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
178,2026-09-13T00:28:12.355+00:00,4.508783,0.015909,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
179,2026-09-13T00:28:12.369+00:00,4.522279,0.013496,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
180,2026-09-13T00:28:12.384+00:00,4.537669,0.01539,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
181,2026-09-13T00:28:12.399+00:00,4.552345,0.014677,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
182,2026-09-13T00:28:12.414+00:00,4.567634,0.015289,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
183,2026-09-13T00:28:12.443+00:00,4.596649,0.029014,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
184,2026-09-13T00:28:12.591+00:00,4.744226,0.147577,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
185,2026-09-13T00:28:12.605+00:00,4.758715,0.014489,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
186,2026-09-13T00:28:12.619+00:00,4.7722,0.013485,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
187,2026-09-13T00:28:12.634+00:00,4.78762,0.01542,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
188,2026-09-13T00:28:12.650+00:00,4.80332,0.0157,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
189,2026-09-13T00:28:12.664+00:00,4.817475,0.014155,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
190,2026-09-13T00:28:12.678+00:00,4.831503,0.014027,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
191,2026-09-13T00:28:12.693+00:00,4.846397,0.014894,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
192,2026-09-13T00:28:12.708+00:00,4.861284,0.014888,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
193,2026-09-13T00:28:12.722+00:00,4.875216,0.013931,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
194,2026-09-13T00:28:12.737+00:00,4.890707,0.015491,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
195,2026-09-13T00:28:12.752+00:00,4.905617,0.014909,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
196,2026-09-13T00:28:12.766+00:00,4.919621,0.014005,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
197,2026-09-13T00:28:12.795+00:00,4.94903,0.029409,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
198,2026-09-13T00:28:12.943+00:00,5.096793,0.147763,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
199,2026-09-13T00:28:12.958+00:00,5.111526,0.014732,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
200,2026-09-13T00:28:12.972+00:00,5.126075,0.01455,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
201,2026-09-13T00:28:12.987+00:00,5.140201,0.014125,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
202,2026-09-13T00:28:13.002+00:00,5.155501,0.0153,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
203,2026-09-13T00:28:13.017+00:00,5.170289,0.014789,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
204,2026-09-13T00:28:13.030+00:00,5.184081,0.013791,Chordcat 0,control_change,1,,,,11,80,,,,,,B0 0B 50,control_change channel=0 control=11 value=80 time=0
205,2026-09-13T00:28:13.046+00:00,5.19965,0.015569,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
206,2026-09-13T00:28:13.061+00:00,5.214384,0.014734,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
207,2026-09-13T00:28:13.076+00:00,5.229567,0.015183,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
208,2026-09-13T00:28:13.089+00:00,5.242989,0.013421,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
209,2026-09-13T00:28:13.105+00:00,5.258513,0.015524,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
210,2026-09-13T00:28:13.119+00:00,5.272894,0.014381,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
211,2026-09-13T00:28:13.150+00:00,5.303265,0.030371,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
212,2026-09-13T00:28:13.296+00:00,5.449427,0.146162,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
213,2026-09-13T00:28:13.310+00:00,5.464063,0.014636,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
214,2026-09-13T00:28:13.326+00:00,5.479454,0.015391,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
215,2026-09-13T00:28:13.339+00:00,5.493096,0.013642,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
216,2026-09-13T00:28:13.355+00:00,5.508562,0.015466,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
217,2026-09-13T00:28:13.369+00:00,5.52303,0.014468,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
218,2026-09-13T00:28:13.384+00:00,5.537217,0.014187,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
219,2026-09-13T00:28:13.399+00:00,5.552034,0.014817,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
220,2026-09-13T00:28:13.414+00:00,5.567271,0.015237,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
221,2026-09-13T00:28:13.428+00:00,5.582009,0.014739,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
222,2026-09-13T00:28:13.443+00:00,5.596303,0.014293,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
223,2026-09-13T00:28:13.457+00:00,5.610995,0.014692,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
224,2026-09-13T00:28:13.473+00:00,5.626699,0.015704,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
225,2026-09-13T00:28:13.502+00:00,5.655571,0.028872,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
226,2026-09-13T00:28:13.649+00:00,5.802625,0.147054,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
227,2026-09-13T00:28:13.664+00:00,5.817596,0.014971,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
228,2026-09-13T00:28:13.678+00:00,5.831985,0.014389,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
229,2026-09-13T00:28:13.693+00:00,5.84637,0.014385,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
230,2026-09-13T00:28:13.708+00:00,5.861392,0.015022,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
231,2026-09-13T00:28:13.723+00:00,5.876789,0.015397,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
232,2026-09-13T00:28:13.737+00:00,5.890411,0.013622,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
233,2026-09-13T00:28:13.751+00:00,5.904881,0.01447,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
234,2026-09-13T00:28:13.767+00:00,5.920512,0.015632,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
235,2026-09-13T00:28:13.780+00:00,5.934073,0.013561,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
236,2026-09-13T00:28:13.795+00:00,5.948978,0.014905,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
237,2026-09-13T00:28:13.811+00:00,5.964771,0.015793,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
238,2026-09-13T00:28:13.825+00:00,5.978872,0.014101,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
239,2026-09-13T00:28:13.854+00:00,6.008063,0.029191,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
240,2026-09-13T00:28:14.002+00:00,6.155777,0.147713,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
241,2026-09-13T00:28:14.016+00:00,6.170025,0.014248,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
242,2026-09-13T00:28:14.032+00:00,6.185795,0.015769,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
243,2026-09-13T00:28:14.046+00:00,6.199608,0.013813,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
244,2026-09-13T00:28:14.061+00:00,6.214595,0.014987,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
245,2026-09-13T00:28:14.076+00:00,6.229296,0.014701,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
246,2026-09-13T00:28:14.091+00:00,6.244738,0.015442,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
247,2026-09-13T00:28:14.105+00:00,6.258886,0.014149,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
248,2026-09-13T00:28:14.120+00:00,6.273108,0.014221,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
249,2026-09-13T00:28:14.135+00:00,6.288711,0.015603,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
250,2026-09-13T00:28:14.150+00:00,6.303277,0.014565,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
251,2026-09-13T00:28:14.165+00:00,6.318232,0.014956,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
252,2026-09-13T00:28:14.180+00:00,6.333125,0.014893,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
253,2026-09-13T00:28:14.208+00:00,6.361578,0.028452,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
254,2026-09-13T00:28:14.355+00:00,6.50845,0.146872,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
255,2026-09-13T00:28:14.370+00:00,6.523849,0.015399,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
256,2026-09-13T00:28:14.385+00:00,6.538398,0.014549,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
257,2026-09-13T00:28:14.398+00:00,6.551809,0.013411,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
258,2026-09-13T00:28:14.414+00:00,6.567713,0.015904,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
259,2026-09-13T00:28:14.429+00:00,6.583047,0.015334,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
260,2026-09-13T00:28:14.443+00:00,6.596553,0.013505,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
261,2026-09-13T00:28:14.458+00:00,6.612025,0.015472,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
262,2026-09-13T00:28:14.473+00:00,6.626333,0.014308,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
263,2026-09-13T00:28:14.488+00:00,6.641528,0.015195,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
264,2026-09-13T00:28:14.502+00:00,6.655393,0.013865,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
265,2026-09-13T00:28:14.517+00:00,6.670592,0.015199,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
266,2026-09-13T00:28:14.531+00:00,6.684898,0.014306,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
267,2026-09-13T00:28:14.560+00:00,6.714028,0.02913,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
268,2026-09-13T00:28:14.708+00:00,6.861162,0.147134,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
269,2026-09-13T00:28:14.723+00:00,6.876415,0.015253,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
270,2026-09-13T00:28:14.737+00:00,6.891105,0.01469,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
271,2026-09-13T00:28:14.752+00:00,6.905525,0.01442,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
272,2026-09-13T00:28:14.767+00:00,6.920694,0.015169,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
273,2026-09-13T00:28:14.782+00:00,6.935583,0.014889,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
274,2026-09-13T00:28:14.796+00:00,6.949504,0.013921,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
275,2026-09-13T00:28:14.811+00:00,6.964511,0.015007,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
276,2026-09-13T00:28:14.826+00:00,6.979193,0.014682,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
277,2026-09-13T00:28:14.841+00:00,6.994701,0.015508,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
278,2026-09-13T00:28:14.855+00:00,7.008865,0.014164,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
279,2026-09-13T00:28:14.870+00:00,7.023494,0.014629,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
280,2026-09-13T00:28:14.884+00:00,7.038031,0.014537,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
281,2026-09-13T00:28:14.913+00:00,7.067027,0.028996,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
282,2026-09-13T00:28:15.061+00:00,7.21434,0.147313,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
283,2026-09-13T00:28:15.076+00:00,7.229436,0.015095,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
284,2026-09-13T00:28:15.090+00:00,7.244035,0.014599,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
285,2026-09-13T00:28:15.105+00:00,7.258959,0.014924,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
286,2026-09-13T00:28:15.120+00:00,7.273312,0.014352,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
287,2026-09-13T00:28:15.135+00:00,7.288642,0.01533,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
288,2026-09-13T00:28:15.150+00:00,7.303719,0.015077,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
289,2026-09-13T00:28:15.163+00:00,7.316759,0.01304,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
290,2026-09-13T00:28:15.179+00:00,7.333191,0.016432,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
